Country,City,AccentCity,Region,Population,Latitude,Longitude
aixas,42.4833333,1.4666667
aixirivali,42.4666667,1.5
aixirivall,42.4666667,1.5
aixirvall,42.4666667,1.5
aixovall,42.4666667,1.4833333
andorra,42.5,1.5166667
ansalonga,42.5666667,1.5166667
certers,42.4666667,1.5
certes,42.4666667,1.5
